ANHO,MES,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,SECTOR,CATEGORIA,CO_IPRESS,RAZON_SOC,CA_CONSULTORIOS,CA_CONSULTORIOS_FN,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_SERUM,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,CA_ODONTOLOGOS,CA_PSICOLOGOS,CA_NUTRICIONISTAS,CA_TECNOLOGOS_MEDICOS,CA_OBSTETRICES,CA_FARMACEUTICOS,CA_AUXILIARES,CA_OTROS_PROF,CA_AMBULANCIAS
2018,3,150101,LIMA,LIMA,LIMA,MINSA,III-2,6209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,31,36,144,80,0,21,125,2,8,2,35,2,5,395,7,4
2018,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,6209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,31,37,160,80,0,21,123,2,8,2,35,2,5,395,7,3
2018,5,150101,LIMA,LIMA,LIMA,MINSA,III-2,6209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,31,37,153,80,0,21,122,2,8,2,35,2,5,395,7,3
2018,6,150101,LIMA,LIMA,LIMA,MINSA,III-2,6209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,31,37,144,80,0,21,122,2,8,2,35,2,5,395,7,3
2018,7,150101,LIMA,LIMA,LIMA,MINSA,III-2,6209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,31,36,143,80,0,18,122,2,8,2,35,2,5,395,7,3
2018,6,190111,PASCO,PASCO,TINYAHUARCO,ESSALUD,I-3,9754,POSTA MEDICA DE COLQUIJIRCA,7,10,0,1,0,0,3,1,0,0,2,1,0,0,2,0
2018,9,150134,LIMA,LIMA,SAN LUIS,ESSALUD,I-3,8289,ESSALUD,23,36,0,22,0,0,14,4,2,1,3,3,2,40,1,0
2018,11,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-1,10776,TRAUMATOLOGIA Y ORTOPEDIA AYBAR & AS SAC,3,3,3,5,0,0,1,0,0,0,0,0,0,1,0,0
2018,1,130201,LA LIBERTAD,ASCOPE,ASCOPE,ESSALUD,I-4,9043,CENTRO DE SALUD ASCOPE,8,15,20,8,0,0,9,1,1,1,3,0,1,13,2,1
2018,11,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,II-1,5226,HOSPITAL DISTRITAL JERUSALEN,21,21,15,27,24,3,16,1,2,1,1,12,3,24,3,1
2018,1,220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,GOBIERNO REGIONAL,II-E,6502,HOSPITAL BELLAVISTA,9,9,10,7,0,0,8,2,1,0,0,10,1,61,0,2
2018,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,GOBIERNO REGIONAL,II-1,4370,HOSPITAL BELEN - LAMBAYEQUE,13,18,134,71,0,15,79,1,3,6,4,20,3,131,3,2
2018,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,GOBIERNO REGIONAL,II-1,4370,HOSPITAL BELEN - LAMBAYEQUE,13,18,134,71,0,15,79,1,3,6,4,20,3,131,3,2
2018,5,150101,LIMA,LIMA,LIMA,PRIVADO,II-E,17392,GONZALES PINEDO RODOLFO,1,1,15,7,0,0,3,0,0,0,0,2,0,10,0,0
2018,4,190111,PASCO,PASCO,TINYAHUARCO,ESSALUD,I-3,9754,POSTA MEDICA DE COLQUIJIRCA,7,10,2,1,0,0,3,1,0,0,2,1,0,0,2,0
2018,1,20111,ANCASH,HUARAZ,PIRA,GOBIERNO REGIONAL,I-2,1585,PUESTO DE SALUD PIRA,6,5,0,2,0,0,1,1,0,0,0,2,0,0,0,1
2018,2,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,PRIVADO,I-3,24327,POLICLINICO GINEMED,3,3,0,5,0,0,0,0,0,0,0,0,0,0,2,0
2018,1,21401,ANCASH,OCROS,OCROS,GOBIERNO REGIONAL,I-2,1755,PUESTO DE SALUD OCROS,6,6,0,0,1,0,2,0,0,0,0,2,0,2,0,0
2018,1,20105,ANCASH,HUARAZ,INDEPENDENCIA,GOBIERNO REGIONAL,I-1,10997,PUESTO DE SALUD SANTA ROSA DE CANSHAN,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,5,60808,CAJAMARCA,JAEN,PUCARA,GOBIERNO REGIONAL,I-4,4249,PUCARA,2,4,12,6,0,0,8,2,1,1,1,7,1,18,3,2
2018,5,60804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,4240,CUYCA,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,4,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,II-2,9104,CLINICA SAN MIGUEL ARCANGEL S.A.C.,19,38,22,91,0,0,18,3,1,1,10,12,2,5,9,1
2018,7,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,II-2,9104,CLINICA SAN MIGUEL ARCANGEL S.A.C.,19,38,22,97,0,0,19,3,1,1,9,13,2,5,10,1
2018,1,100501,HUANUCO,HUAMALIES,LLATA,ESSALUD,I-2,9956,POSTA MEDICA LLATA,6,6,0,1,1,0,1,1,0,1,1,1,0,3,0,1
2018,1,240102,TUMBES,TUMBES,CORRALES,GOBIERNO REGIONAL,I-2,1867,SAN ISIDRO,4,6,0,1,1,0,2,2,0,0,0,1,0,4,0,0
2018,1,110101,ICA,ICA,ICA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,10900,PNP ICA,5,5,0,2,0,0,1,2,1,0,0,1,2,20,1,0
2018,1,20101,ANCASH,HUARAZ,HUARAZ,PRIVADO,I-3,9273,CLINICA GINMEDIC,10,2,0,2,0,0,0,0,0,0,1,0,1,2,0,0
2018,1,150141,LIMA,LIMA,SURQUILLO,PRIVADO,II-E,13952,HOSPITAL DE LA MUJER.,4,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0
2018,1,110301,ICA,NAZCA,NAZCA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,11399,UNIDAD EJECUTORA 020:SANIDAD DE LA PNP,4,4,0,3,2,0,1,1,0,0,0,1,2,5,0,0
2018,1,30601,APURIMAC,CHINCHEROS,CHINCHEROS,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,11894,PNP SANIDAD CHINCHEROS,2,2,0,2,2,0,1,1,0,0,0,0,0,2,0,0
2018,1,150101,LIMA,LIMA,LIMA,PRIVADO,II-E,9483,OCULASER SAC,2,6,0,2,0,0,1,0,0,0,2,0,0,3,0,0
2018,1,240105,TUMBES,TUMBES,SAN JACINTO,GOBIERNO REGIONAL,I-2,1873,CASA BLANQUEADA,3,3,0,1,1,0,1,0,0,0,0,1,0,2,0,1
2018,1,30101,APURIMAC,ABANCAY,ABANCAY,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,8036,POLICLINICO DE LA SANIDAD  POLICIA NACIONAL DEL PERU,3,6,1,6,3,0,4,1,0,0,1,1,2,16,0,1
2018,1,200104,PIURA,PIURA,CASTILLA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,10679,"POLICLINICO PNP ""ALMIRANTE MIGUEL GRAU""",8,8,13,12,4,0,6,2,2,0,1,2,1,40,0,1
2018,1,200701,PIURA,TALARA,PARIÑAS,PRIVADO,I-3,11498,CLINICA TORRES S.A.,10,20,16,21,0,0,2,0,0,0,1,0,1,5,5,0
2018,1,240302,TUMBES,ZARUMILLA,AGUAS VERDES,GOBIERNO REGIONAL,I-1,1889,LOMA SAAVEDRA,3,3,0,1,1,0,1,0,0,0,0,1,0,2,0,0
2018,1,150101,LIMA,LIMA,LIMA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,17391,POLICLINICO COIP,7,7,0,3,0,0,2,1,2,0,1,1,1,13,0,0
2018,1,110101,ICA,ICA,ICA,PRIVADO,II-1,9606,VIRGEN DEL ROSARIO SA,5,7,16,10,0,0,4,0,1,0,0,0,0,6,0,0
2018,1,21201,ANCASH,HUAYLAS,CARAZ,ESSALUD,I-3,9920,CENTRO MEDICO CARAZ,12,13,2,4,0,0,4,1,1,1,3,1,1,8,2,1
2018,6,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,III-2,8956,CLINICA DEL INCA,13,26,28,19,0,0,21,0,1,1,4,0,1,19,3,4
2018,5,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,III-2,8956,CLINICA DEL INCA,13,26,28,15,0,0,17,0,1,1,4,0,1,15,3,4
2018,10,230303,TACNA,JORGE BASADRE,ITE,ESSALUD,I-2,10230,CENTRO DE ATENCION PRIMARIA I   ITE,4,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2018,9,150116,LIMA,LIMA,LINCE,PRIVADO,II-1,15904,RED DE SALUD CLINICA S.A.C.,16,24,22,24,0,8,20,2,1,1,8,6,1,12,8,0
2018,10,110501,ICA,PISCO,PISCO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,11400,PISCO,4,4,0,2,0,0,3,0,1,0,0,1,2,11,0,1
2018,10,60801,CAJAMARCA,JAEN,JAEN,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,18950,POSTA MEDICA PNP JAEN,2,0,0,2,2,0,2,1,1,0,0,2,0,7,0,1
2018,10,70101,CALLAO,CALLAO,CALLAO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,10610,POSTA MEDICA PNP DIRAVPOL,2,2,0,2,0,0,1,1,0,0,0,0,0,9,0,0
2018,10,50401,AYACUCHO,HUANTA,HUANTA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,11437,POSTA MEDICA PNP HUANTA,4,4,1,2,2,0,2,1,1,0,0,1,1,7,0,1
2018,10,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,PRIVADO,I-3,24327,POLICLINICO GINEMED,3,3,0,5,0,0,0,0,0,0,0,0,0,0,2,0
2018,10,150107,LIMA,LIMA,CHACLACAYO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,11227,POSTA MEDICA PNP CHACLACAYO,2,2,0,1,0,0,3,1,0,0,0,1,1,10,0,0
2018,10,160101,LORETO,MAYNAS,IQUITOS,PRIVADO,II-1,11737,CLINICA SAN JUAN,10,25,5,26,0,0,4,1,2,1,1,2,1,4,1,1
2018,1,70101,CALLAO,CALLAO,CALLAO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,10610,POSTA MEDICA PNP DIRAVPOL,2,2,0,1,0,0,1,1,0,0,0,0,0,11,0,0
2018,1,70101,CALLAO,CALLAO,CALLAO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,10451,POLICLINICO PNP VIPOL,5,5,0,3,0,0,1,1,0,0,0,0,0,15,0,0
2018,1,150135,LIMA,LIMA,SAN MARTIN DE PORRES,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,12739,UNIDAD EJECUTORA 020: SANIDAD DE LA PNP - POLICLINICO PNP SAN DIEGO,3,3,0,1,0,0,3,1,3,0,0,0,2,16,0,0
2018,1,50101,AYACUCHO,HUAMANGA,AYACUCHO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-4,11426,POLICLINICO PNP,6,6,0,3,2,0,7,3,1,0,1,1,2,20,3,2
2018,1,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,ESSALUD,I-3,12199,CAP III ALTO SELVA ALEGRE,6,11,0,6,0,0,10,3,1,1,0,3,2,17,0,0
2018,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,18077,POLICLINICO PNP MOYOBAMBA,4,4,0,3,3,0,3,1,1,0,0,1,1,16,0,1
2018,1,150130,LIMA,LIMA,SAN BORJA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,17519,POLICLÍNICO PNP SAN BORJA,6,6,0,4,0,0,4,2,0,0,2,1,0,10,0,0
2018,1,110103,ICA,ICA,LOS AQUIJES,GOBIERNO REGIONAL,I-2,3394,PARINA CHICO,4,4,0,1,1,0,3,1,0,0,0,1,0,2,0,0
2018,1,50112,AYACUCHO,HUAMANGA,SOCOS,GOBIERNO REGIONAL,I-2,3619,SOCOS,7,6,5,1,1,0,4,3,0,0,0,2,0,3,0,1
2018,1,21809,ANCASH,SANTA,NUEVO CHIMBOTE,GOBIERNO REGIONAL,I-4,1704,CENTRO DE SALUD YUGOSLAVIA,23,38,0,13,0,1,13,5,2,0,3,7,1,18,4,1
2018,1,21809,ANCASH,SANTA,NUEVO CHIMBOTE,GOBIERNO REGIONAL,I-2,1705,PUESTO DE SALUD 3 DE OCTUBRE,12,12,0,5,2,0,4,3,2,0,0,5,0,5,0,0
2018,1,21809,ANCASH,SANTA,NUEVO CHIMBOTE,GOBIERNO REGIONAL,I-2,1706,PUESTO DE SALUD VILLA MARIA,9,9,0,3,0,0,5,2,2,0,0,4,0,5,0,0
2018,1,21809,ANCASH,SANTA,NUEVO CHIMBOTE,GOBIERNO REGIONAL,I-2,1707,PUESTO DE SALUD SATELITE,6,6,0,2,1,0,4,2,1,0,0,2,0,1,1,0
2018,1,100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,ESSALUD,I-2,9951,POSTA MEDICA AUCAYACU,7,7,0,1,1,0,2,1,0,1,1,1,0,2,0,0
2018,1,70102,CALLAO,CALLAO,BELLAVISTA,PRIVADO,I-2,23578,NUTRIMEDIC,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
2018,1,21807,ANCASH,SANTA,SAMANCO,GOBIERNO REGIONAL,I-2,1711,PUESTO DE SALUD SAMANCO,6,6,0,2,1,0,1,1,2,0,0,1,0,3,0,0
2018,1,21807,ANCASH,SANTA,SAMANCO,GOBIERNO REGIONAL,I-1,1713,PUESTO DE SALUD HUAMBACHO,4,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2018,1,21809,ANCASH,SANTA,NUEVO CHIMBOTE,GOBIERNO REGIONAL,I-2,7266,PUESTO DE SALUD NICOLAS DE GARATEA,10,10,0,2,0,1,4,2,2,0,0,2,0,2,0,0
2018,1,100904,HUANUCO,PUERTO INCA,TOURNAVISTA,GOBIERNO REGIONAL,I-1,917,PUESTO DE SALUD PROGRESO,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2018,1,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,SANIDAD DEL EJERCITO DEL PERU,I-3,10385,"CENTRO DE SALUD MILITAR ""SAN JUAN""",5,7,2,7,0,0,17,4,3,0,1,2,0,40,3,0
2018,1,120107,JUNIN,HUANCAYO,CHILCA,GOBIERNO REGIONAL,I-3,610,AUQUIMARCA,8,8,0,1,1,0,6,2,1,0,0,3,0,0,1,0
2018,1,21805,ANCASH,SANTA,MORO,GOBIERNO REGIONAL,I-1,1717,PUESTO DE SALUD POCOS,5,5,0,0,0,0,2,1,0,0,0,3,0,2,0,0
2018,1,21805,ANCASH,SANTA,MORO,GOBIERNO REGIONAL,I-1,1718,PUESTO DE SALUD CAPTUY,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,1,21802,ANCASH,SANTA,CACERES DEL PERU,GOBIERNO REGIONAL,I-2,1708,PUESTO DE SALUD JIMBE,12,12,0,2,0,0,2,1,0,0,0,3,0,2,0,0
2018,1,21802,ANCASH,SANTA,CACERES DEL PERU,GOBIERNO REGIONAL,I-1,1709,PUESTO DE SALUD LAMPANIN,4,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2018,1,30104,APURIMAC,ABANCAY,CURAHUASI,GOBIERNO REGIONAL,I-2,2632,BACAS,4,3,0,1,1,0,2,0,0,0,0,1,0,0,2,0
2018,1,150810,LIMA,HUAURA,SANTA MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,10834,POSTA MÉDICA POLICIA NACIONAL DEL PERÚ HUACHO,3,3,0,2,2,0,4,1,1,0,0,0,2,10,0,1
2018,1,20801,ANCASH,CASMA,CASMA,GOBIERNO REGIONAL,I-1,1720,PUESTO DE SALUD SAN RAFAEL,6,6,0,2,1,0,1,0,0,0,0,3,0,3,0,0
2018,1,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,9476,POLICLINICO PNP - HUANCAVELICA,6,6,0,4,3,0,2,1,1,0,0,1,2,8,0,1
2018,1,211101,PUNO,SAN ROMAN,JULIACA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,10236,POSTA MEDICA DE SALUD PNP - JULIACA,4,4,0,3,3,0,3,2,0,0,0,0,1,10,0,1
2018,1,80601,CUSCO,CANCHIS,SICUANI,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-1,11745,POSTA MEDICA DE SALUD PNP CANCHIS-CUSCO,3,4,0,2,2,0,1,1,0,0,0,1,0,6,0,0
2018,1,20804,ANCASH,CASMA,YAUTAN,GOBIERNO REGIONAL,I-4,1728,CENTRO DE SALUD YAUTAN,9,18,0,2,0,0,3,1,0,0,0,4,0,10,1,1
2018,1,20804,ANCASH,CASMA,YAUTAN,GOBIERNO REGIONAL,I-1,1729,PUESTO DE SALUD CACHIPAMPA,7,7,0,3,1,0,2,0,0,0,0,3,0,2,0,0
2018,1,20102,ANCASH,HUARAZ,COCHABAMBA,GOBIERNO REGIONAL,I-2,1730,PUESTO DE SALUD COCHABAMBA,7,7,0,1,0,0,1,0,0,0,0,0,0,2,0,0
2018,1,20102,ANCASH,HUARAZ,COCHABAMBA,GOBIERNO REGIONAL,I-1,1731,PUESTO DE SALUD CHIPRE,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,20102,ANCASH,HUARAZ,COCHABAMBA,GOBIERNO REGIONAL,I-1,1732,PUESTO DE SALUD PUMA PUCLLANAN,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2018,1,20103,ANCASH,HUARAZ,COLCABAMBA,GOBIERNO REGIONAL,I-1,1733,COLCABAMBA,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,1,21103,ANCASH,HUARMEY,CULEBRAS,GOBIERNO REGIONAL,I-1,1745,PUESTO DE SALUD MOLINO,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,1,21103,ANCASH,HUARMEY,CULEBRAS,GOBIERNO REGIONAL,I-2,1746,PUESTO DE SALUD QUIAN,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2018,1,21105,ANCASH,HUARMEY,MALVAS,GOBIERNO REGIONAL,I-1,1801,PUESTO DE SALUD SAN MIGUEL,6,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,1,51107,AYACUCHO,VILCAS HUAMAN,SAURAMA,GOBIERNO REGIONAL,I-1,3846,SAURAMA,7,7,0,0,0,0,1,1,0,0,0,1,0,0,1,0
2018,1,220901,SAN MARTIN,SAN MARTIN,TARAPOTO,PRIVADO,II-E,8269,SERVICIOS MEDICOS LIONEL FLORES E HIJOS SAC - CLINICA SAN MARTIN,16,16,15,43,0,0,4,1,1,1,2,1,1,16,2,0
2018,1,150129,LIMA,LIMA,SAN BARTOLO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,19390,POSTA MEDICA ETS. PNP. SAN BARTOLO,6,6,0,2,2,0,5,1,2,1,0,2,0,15,0,1
2018,1,150136,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,14718,UNIDAD EJECUTORA 020:SANIDAD DE LA PNP,9,9,40,24,1,0,31,2,3,3,13,0,3,114,6,1
2018,2,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,III-2,8956,CLINICA DEL INCA,13,26,34,12,0,0,11,0,1,1,4,0,1,12,3,4
2018,4,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,III-2,8956,CLINICA DEL INCA,13,26,28,14,0,0,16,0,1,1,4,0,1,15,3,4
2018,3,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,III-2,8956,CLINICA DEL INCA,13,26,24,15,0,0,16,0,1,1,3,0,1,12,3,4
2018,1,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,III-2,8956,CLINICA DEL INCA,13,26,38,18,0,0,18,0,1,1,4,0,1,12,3,4
2018,10,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,9476,POLICLINICO PNP - HUANCAVELICA,5,5,0,2,2,0,3,1,0,0,0,1,2,6,0,1
2018,10,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN L.,ESSALUD,I-3,10222,"CENTRO  DE ATENCION PRIMARIA II ""LUIS PALZA LEVANO""",4,13,0,7,0,0,8,4,1,0,2,1,1,0,1,0
2018,10,30701,APURIMAC,GRAU,CHUQUIBAMBILLA,ESSALUD,I-2,11215,CENTRO DE ATENCION PRIMARIA I CHUQUIBAMBILLA,4,4,0,1,1,0,2,1,0,0,0,1,0,0,2,1
2018,10,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,18077,POLICLINICO PNP MOYOBAMBA,4,4,1,3,2,0,4,1,2,1,0,1,2,12,1,1
2018,2,101101,HUANUCO,YAROWILCA,CHAVINILLO,GOBIERNO REGIONAL,I-1,19203,HUAYUCULANO,3,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2018,2,101101,HUANUCO,YAROWILCA,CHAVINILLO,GOBIERNO REGIONAL,I-1,12146,JARPO,3,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,2,101101,HUANUCO,YAROWILCA,CHAVINILLO,GOBIERNO REGIONAL,I-2,860,AYAPITEG,84,8,2,1,1,0,1,0,0,0,0,1,0,1,0,0
2018,2,101101,HUANUCO,YAROWILCA,CHAVINILLO,GOBIERNO REGIONAL,I-1,856,RAIN CONDOR,3,6,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2018,2,101101,HUANUCO,YAROWILCA,CHAVINILLO,GOBIERNO REGIONAL,I-3,855,CHAVINILLO,8,4,4,3,1,0,5,2,1,0,0,4,0,8,1,1
